price,rooms,area,market,building_type,building_material,year_built,heating,kitchen_type,property_condition,form_of_ownership,district_result,distance_from_center,floor_of_flat,balconies,parking,basement_storage_unit,lift,smart home,air conditioning,rooms_to_area_ratio
1900000,3,100.0,Secondary,Tenement,Brick,1912.0,Central city heating,Kitchenette,3.0,4.0,Stare Miasto,0.4,4,No_data,Yes,No_data,Yes,No_data,No_data,0.03
599000,2,45.7,Secondary,Apartment building,Brick,2004.0,Other/ no data,Kitchenette,3.0,4.0,Zwierzyniec,5.4,0,Yes,No_data,No_data,No_data,No_data,No_data,0.0437636761487965
799000,3,52.0,Secondary,Apartment building,Large slab,1975.0,Central city heating,Bright kitchen,8.0,4.0,Nowa Huta,12.9,0,Yes,No_data,Yes,No_data,No_data,No_data,0.057692307692307696
969189,2,41.3,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,2,Yes,Yes,Yes,Yes,Yes,No_data,0.04842615012106538
729170,3,56.09,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,0,Yes,No_data,No_data,No_data,No_data,No_data,0.05348546978070957
756192,3,66.72,Primary,Other/ No data,No data,2025.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,2,Yes,No_data,No_data,Yes,No_data,No_data,0.044964028776978415
469000,1,25.35,Secondary,Apartment building,Large slab,1975.0,Central city heating,Kitchenette,5.859567901234568,4.0,Bronowice,5.5,4,No_data,No_data,Yes,No_data,No_data,No_data,0.03944773175542406
670000,1,31.0,Secondary,Tenement,Brick,1890.0,Other/ no data,Kitchenette,8.0,4.0,Stare Miasto,0.4,4,No,No_data,No_data,Yes,No_data,Yes,0.03225806451612903
756000,1,29.0,Secondary,Apartment building,No data,2002.136017628205,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,3,Yes,Yes,No_data,No_data,No_data,No_data,0.034482758620689655
599000,2,46.74,Secondary,Other/ No data,Brick,1965.0,Central city heating,Separate kitchen,8.0,4.0,Nowa Huta,12.9,1,Yes,No_data,Yes,No_data,No_data,No_data,0.042789901583226354
809319,3,68.01,Primary,Other/ No data,No data,2027.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,0,Yes,Yes,Yes,No_data,No_data,No_data,0.044111160123511246
1750000,4,81.0,Secondary,Apartment building,No data,2016.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,2,Yes,Yes,No_data,Yes,No_data,Yes,0.04938271604938271
1570000,2,67.15,Secondary,Other/ No data,No data,1894.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,3,No_data,No_data,No_data,No_data,No_data,No_data,0.029784065524944153
1050000,3,70.1,Secondary,Apartment building,No data,2002.136017628205,Other/ no data,Other/ no data,7.0,3.7804203539823007,Bronowice,5.5,1,Yes,Yes,Yes,No_data,No_data,No_data,0.0427960057061341
1975000,3,67.0,Secondary,Tenement,"Mixed construction, other",1941.0,Gas heating,Kitchenette,7.0,4.0,Krowodrza,1.6,2,Yes,No_data,Yes,No_data,No_data,No_data,0.04477611940298507
799000,3,58.0,Secondary,Apartment building,"Concrete, reinforced concrete",1980.0,Central city heating,Kitchenette,3.0,3.7804203539823007,Bieńczyce,5.9,1,Yes,No_data,Yes,No_data,No_data,No_data,0.05172413793103448
439000,2,36.75,Secondary,Tenement,Brick,1890.0,Central city heating,Kitchenette,1.0,4.0,Stare Miasto,0.4,0,No,No_data,No_data,Yes,No_data,No_data,0.05442176870748299
957600,3,59.85,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,0,Yes,Yes,Yes,Yes,No_data,No_data,0.05012531328320802
549000,2,47.4,Secondary,Apartment building,Brick,1983.0,Central city heating,Separate kitchen,1.0,4.0,Bieżanów-Prokocim,7.5,3,Yes,No_data,Yes,No_data,No_data,No_data,0.04219409282700422
1481941,3,82.79,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,5,Yes,No_data,Yes,Yes,No_data,No_data,0.03623626041792487
1076233,3,58.09,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,1,Yes,Yes,Yes,Yes,No_data,No_data,0.051644000688586676
651966,3,57.19,Primary,Apartment building,H-frame,2027.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,2,Yes,Yes,Yes,Yes,No_data,No_data,0.05245672320335723
895000,1,40.0,Secondary,Tenement,Brick,1900.0,Gas heating,Kitchenette,9.0,4.0,Stare Miasto,0.4,4,No_data,No_data,No_data,No_data,No_data,No_data,0.025
723998,3,56.0,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Czyżyny,5.2,2,Yes,Yes,No_data,Yes,No_data,No_data,0.05357142857142857
559000,2,51.69,Secondary,Apartment building,No data,2023.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,No_data,Yes,No_data,No_data,0.03869220352099052
1589000,3,73.76,Secondary,Other/ No data,No data,2009.0,Gas heating,Kitchenette,7.0,4.0,Podgórze,3.6,0,Yes,No_data,No_data,No_data,No_data,Yes,0.04067245119305857
1179900,4,87.0,Primary,Apartment building,Brick,2025.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Krowodrza,1.6,2,Yes,No_data,No_data,No_data,No_data,No_data,0.04597701149425287
866800,2,44.0,Primary,Apartment building,Brick,2023.0,Central city heating,Kitchenette,10.0,3.7804203539823007,Podgórze Duchackie,4.0,5,Yes,Yes,No_data,Yes,No_data,Yes,0.045454545454545456
430000,1,30.0,Secondary,Apartment building,Large slab,1970.0,Central city heating,Bright kitchen,1.0,4.0,Bieżanów-Prokocim,7.5,2,Yes,Yes,Yes,Yes,No_data,No_data,0.03333333333333333
1177182,3,71.47,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,2,Yes,Yes,Yes,Yes,No_data,No_data,0.041975654120610044
950000,2,52.71,Secondary,Apartment building,"Mixed construction, other",2014.0,Central city heating,Other/ no data,8.0,4.0,Stare Miasto,0.4,3,Yes,Yes,No_data,Yes,No_data,No_data,0.03794346423828496
779000,2,48.21,Secondary,Apartment building,"Mixed construction, other",2020.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,0,Yes,No_data,No_data,No_data,No_data,No_data,0.04148516905206388
630000,3,43.88,Secondary,Apartment building,Large slab,1970.0,Central city heating,Separate kitchen,1.0,2.0,Bronowice,5.5,8,No_data,No_data,Yes,Yes,No_data,No_data,0.06836827711941659
129000,1,26.3,Secondary,Apartment building,"Mixed construction, other",2002.0,Electric heating,Kitchenette,2.0,1.0,Bieżanów-Prokocim,7.5,0,No,No_data,No_data,No_data,No_data,No_data,0.03802281368821293
649000,2,40.0,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,2,Yes,Yes,No_data,No_data,No_data,No_data,0.05
1114120,3,64.4,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,4,Yes,Yes,Yes,Yes,No_data,No_data,0.046583850931677016
649000,2,52.0,Secondary,Apartment building,"Concrete, reinforced concrete",1999.0,Central city heating,Kitchenette,8.0,2.0,Podgórze Duchackie,4.0,2,Yes,No_data,Yes,No_data,No_data,No_data,0.038461538461538464
1240000,3,85.8,Secondary,Apartment building,"Concrete, reinforced concrete",2007.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Dębniki,4.5,5,Yes,Yes,No_data,Yes,No_data,No_data,0.03496503496503497
965000,3,50.43,Secondary,Other/ No data,Brick,2018.0,Central city heating,Kitchenette,9.0,4.0,Podgórze,3.6,3,Yes,Yes,No_data,Yes,No_data,No_data,0.0594883997620464
1225000,3,64.77,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,10.0,4.0,Krowodrza,1.6,4,Yes,Yes,No_data,Yes,No_data,No_data,0.046317739694302924
1237280,4,78.2,Primary,Apartment building,"Concrete, reinforced concrete",2025.0,Other/ no data,Kitchenette,9.0,4.0,Dębniki,4.5,2,Yes,No_data,No_data,Yes,No_data,Yes,0.05115089514066496
619000,2,40.0,Secondary,Apartment building,No data,2009.0,Other/ no data,Bright kitchen,8.0,3.7804203539823007,Łagiewniki-Borek Fałęcki,3.5,6,Yes,Yes,No_data,Yes,No_data,No_data,0.05
1553440,3,53.2,Secondary,Tenement,Brick,2002.136017628205,Central city heating,Separate kitchen,9.0,4.0,Stare Miasto,0.4,3,Yes,No_data,No_data,No_data,No_data,Yes,0.05639097744360902
729000,2,32.0,Secondary,Apartment building,"Mixed construction, other",2022.0,Central city heating,Kitchenette,8.0,4.0,Podgórze,3.6,0,Yes,No_data,No_data,No_data,No_data,No_data,0.0625
795000,4,56.26,Secondary,Apartment building,No data,1973.0,Central city heating,Separate kitchen,2.0,3.7804203539823007,Mistrzejowice,5.6,3,Yes,Yes,Yes,No_data,No_data,No_data,0.07109847138286528
719000,2,48.0,Secondary,Apartment building,Large slab,1980.0,Other/ no data,Separate kitchen,1.0,4.0,Podgórze Duchackie,4.0,2,Yes,Yes,Yes,No_data,No_data,No_data,0.041666666666666664
809341,2,47.89,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,5,Yes,Yes,No_data,No_data,No_data,No_data,0.04176237210273544
803274,2,48.39,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,4,Yes,Yes,No_data,Yes,No_data,No_data,0.041330853482124404
799000,2,41.17,Secondary,Apartment building,No data,2002.136017628205,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,1,Yes,Yes,No_data,Yes,No_data,No_data,0.04857906242409521
760000,2,54.84,Secondary,Apartment building,No data,2002.136017628205,Other/ no data,Separate kitchen,8.0,4.0,Prądnik Biały,3.6,6,Yes,Yes,Yes,Yes,No_data,No_data,0.03646973012399708
1590000,5,87.97,Secondary,Apartment building,"Mixed construction, other",2023.0,Central city heating,Kitchenette,10.0,3.7804203539823007,Bieżanów-Prokocim,7.5,3,Yes,Yes,No_data,No_data,No_data,Yes,0.05683755825849721
880000,3,63.72,Secondary,Other/ No data,No data,2002.136017628205,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,1,No_data,No_data,No_data,No_data,No_data,No_data,0.047080979284369114
763000,2,45.0,Primary,Apartment building,Brick,2023.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,4,Yes,Yes,Yes,No_data,No_data,No_data,0.044444444444444446
520000,1,33.3,Secondary,Apartment building,Large slab,1980.0,Central city heating,Separate kitchen,7.0,4.0,Podgórze Duchackie,4.0,1,Yes,No_data,Yes,No_data,No_data,No_data,0.030030030030030033
552000,2,46.0,Primary,Apartment building,H-frame,2027.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,0,Yes,Yes,Yes,Yes,No_data,No_data,0.043478260869565216
1285000,6,96.0,Secondary,Other/ No data,No data,2022.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,1,Yes,No_data,No_data,No_data,No_data,No_data,0.0625
1007764,2,47.7,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,0,Yes,Yes,Yes,Yes,Yes,No_data,0.04192872117400419
469000,2,38.22,Secondary,Detached house,Brick,2002.136017628205,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,2,Yes,Yes,Yes,No_data,No_data,No_data,0.052328623757195186
784246,2,52.32,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,Yes,No_data,Yes,No_data,No_data,0.0382262996941896
2418000,5,136.9,Primary,New construction,"Mixed construction, other",2023.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Czerwony,2.7,5,Yes,Yes,No_data,Yes,No_data,No_data,0.036523009495982466
1070000,3,57.0,Primary,Multi-family building,No data,2026.0,Heat pump,Kitchenette,5.859567901234568,3.7804203539823007,Bronowice,5.5,2,Yes,Yes,Yes,No_data,No_data,No_data,0.05263157894736842
990000,3,65.69,Secondary,Multi-family building,No data,2006.0,Central city heating,Kitchenette,3.0,4.0,Dębniki,4.5,4,Yes,Yes,No_data,Yes,No_data,No_data,0.04566905160602831
431057,1,28.93,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,1,Yes,Yes,Yes,No_data,No_data,No_data,0.034566194262011754
899000,3,65.5,Secondary,Apartment building,"Mixed construction, other",2019.0,Own/ local central heating,Kitchenette,10.0,4.0,Bronowice,5.5,0,Yes,Yes,Yes,No_data,No_data,No_data,0.04580152671755725
970000,1,39.1,Secondary,Other/ No data,No data,2013.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,6,Yes,Yes,Yes,No_data,No_data,No_data,0.02557544757033248
922387,2,51.53,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,Yes,Yes,Yes,No_data,No_data,0.038812342324859306
2248207,5,89.57,Secondary,Other/ No data,No data,2021.0,Central city heating,Kitchenette,8.0,4.0,Krowodrza,1.6,2,Yes,Yes,No_data,Yes,No_data,No_data,0.05582226191805292
961091,2,55.08,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,4,Yes,No_data,Yes,Yes,No_data,No_data,0.03631082062454612
707000,2,31.5,Secondary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Kitchenette,5.859567901234568,4.0,Czyżyny,5.2,1,Yes,Yes,No_data,No_data,No_data,Yes,0.06349206349206349
850000,1,35.0,Secondary,Apartment building,No data,2021.0,Central city heating,Kitchenette,10.0,4.0,Grzegórzki,1.15,0,Yes,No_data,No_data,Yes,No_data,No_data,0.02857142857142857
1405000,2,50.01,Secondary,Tenement,Brick,1937.0,Other/ no data,Separate kitchen,8.0,4.0,Stare Miasto,0.4,0,No_data,No_data,Yes,No_data,No_data,Yes,0.03999200159968007
1279000,6,127.62,Primary,Detached house,"Concrete, reinforced concrete",2025.0,Gas heating,Kitchenette,5.0,4.0,Nowa Huta,12.9,0,Yes,Yes,No_data,No_data,No_data,No_data,0.04701457451810061
1495000,2,42.0,Secondary,Tenement,Brick,1898.0,Central city heating,Kitchenette,9.0,4.0,Stare Miasto,0.4,2,No_data,No_data,No_data,Yes,No_data,No_data,0.047619047619047616
695790,3,51.54,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,2,Yes,Yes,No_data,No_data,No_data,No_data,0.05820721769499418
619000,2,44.0,Secondary,Apartment building,H-frame,1970.0,Central city heating,Bright kitchen,3.0,4.0,Nowa Huta,12.9,2,Yes,No_data,Yes,No_data,No_data,Yes,0.045454545454545456
629000,2,42.0,Secondary,Apartment building,No data,2018.0,Central city heating,Kitchenette,8.0,4.0,Podgórze,3.6,2,Yes,Yes,Yes,No_data,No_data,No_data,0.047619047619047616
469000,1,33.4,Secondary,Apartment building,"Mixed construction, other",1987.0,Central city heating,Bright kitchen,7.0,2.0,Podgórze Duchackie,4.0,1,Yes,No_data,Yes,Yes,No_data,No_data,0.029940119760479042
715000,2,45.49,Secondary,Apartment building,"Mixed construction, other",2018.0,Own/ local central heating,Dark/ semi-open kitchen,8.0,4.0,Podgórze,3.6,0,No_data,No_data,Yes,No_data,No_data,No_data,0.04396570674873598
430000,1,31.2,Secondary,Apartment building,Brick,2000.0,Central city heating,Separate kitchen,3.0,4.0,Podgórze,3.6,4,No_data,No_data,Yes,No_data,No_data,No_data,0.032051282051282055
1245280,3,72.4,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,4,Yes,Yes,Yes,Yes,No_data,No_data,0.04143646408839779
1130000,3,66.0,Secondary,Apartment building,"Mixed construction, other",2023.0,Central city heating,Kitchenette,5.0,4.0,Stare Miasto,0.4,3,Yes,Yes,No_data,Yes,No_data,No_data,0.045454545454545456
895000,1,42.0,Secondary,Other/ No data,No data,1900.0,Other/ no data,Kitchenette,8.0,4.0,Stare Miasto,0.4,4,No_data,No_data,No_data,Yes,No_data,No_data,0.023809523809523808
848130,3,49.89,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,7,Yes,Yes,No_data,No_data,No_data,No_data,0.06013229104028863
921128,3,67.73,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,0,Yes,Yes,Yes,Yes,No_data,No_data,0.04429351838181013
470000,1,24.0,Primary,Apartment building,No data,2002.136017628205,Central city heating,Kitchenette,8.0,4.0,Dębniki,4.5,3,No_data,Yes,No_data,Yes,No_data,Yes,0.041666666666666664
720252,2,42.12,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,4,Yes,Yes,No_data,Yes,No_data,No_data,0.04748338081671415
599886,1,31.74,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,Yes,Yes,No_data,No_data,No_data,0.031505986137366104
899000,3,62.24,Secondary,Other/ No data,No data,2002.136017628205,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Czyżyny,5.2,1,Yes,No_data,No_data,No_data,No_data,No_data,0.04820051413881748
932292,4,81.78,Primary,Other/ No data,No data,2027.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,2,Yes,Yes,Yes,No_data,No_data,No_data,0.048911714355588165
1416080,4,91.36,Primary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Dębniki,4.5,4,Yes,Yes,Yes,Yes,No_data,No_data,0.043782837127845885
1390000,3,85.0,Secondary,Tenement,Brick,1900.0,Central city heating,Other/ no data,1.0,3.7804203539823007,Stare Miasto,0.4,1,No_data,No_data,Yes,Yes,No_data,No_data,0.03529411764705882
829000,2,38.07,Secondary,Apartment building,Brick,2020.0,Central city heating,Kitchenette,8.0,4.0,Krowodrza,1.6,4,No_data,Yes,No_data,Yes,No_data,Yes,0.052534804307853955
820000,3,47.0,Secondary,Other/ No data,Brick,2002.136017628205,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze Duchackie,4.0,0,Yes,Yes,No_data,No_data,No_data,No_data,0.06382978723404255
1300000,4,70.5,Secondary,Tenement,Brick,1895.0,Gas heating,Kitchenette,8.0,3.7804203539823007,Stare Miasto,0.4,0,Yes,No_data,Yes,No_data,No_data,No_data,0.05673758865248227
799000,3,54.0,Primary,Apartment building,Brick,2026.0,Gas heating,Kitchenette,5.859567901234568,4.0,Podgórze Duchackie,4.0,0,Yes,Yes,Yes,No_data,No_data,Yes,0.05555555555555555
834024,3,54.75,Primary,Apartment building,"Concrete, reinforced concrete",2024.0,Central city heating,Kitchenette,5.0,3.7804203539823007,Dębniki,4.5,0,Yes,Yes,Yes,No_data,No_data,Yes,0.0547945205479452
1751310,3,54.0,Secondary,Apartment building,No data,1980.0,Central heating,Kitchenette,7.0,4.0,Stare Miasto,0.4,4,No_data,No_data,No_data,No_data,No_data,No_data,0.05555555555555555
1044758,3,61.82,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,3,Yes,Yes,Yes,Yes,No_data,No_data,0.04852798447104497
1149948,3,75.16,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Other/ no data,5.0,4.0,Podgórze,3.6,0,Yes,Yes,Yes,No_data,No_data,No_data,0.03991484832357637
980000,3,48.0,Secondary,Apartment building,Large slab,1975.0,Central city heating,Bright kitchen,8.0,4.0,Krowodrza,1.6,7,Yes,No_data,Yes,Yes,No_data,No_data,0.0625
955000,4,90.0,Secondary,Apartment building,Brick,2006.0,Other/ no data,Bright kitchen,9.0,4.0,Dębniki,4.5,3,Yes,No_data,No_data,Yes,No_data,No_data,0.044444444444444446
635000,2,51.51,Secondary,Apartment building,Brick,1960.0,Central city heating,Bright kitchen,5.0,4.0,Nowa Huta,12.9,4,No_data,No_data,Yes,No_data,No_data,No_data,0.03882741215298
910000,4,80.84,Secondary,Apartment building,No data,1991.0,Central city heating,Separate kitchen,5.859567901234568,3.7804203539823007,Podgórze,3.6,2,Yes,No_data,Yes,No_data,No_data,No_data,0.04948045522018803
