price,district,district_2,rooms,area,floor,levels,bathrooms,bathroom_with_toilet,market,type_of_contract,building_type,building_material,year_built,heating,kitchen_type,balcony,balcony_area,terrace,loggia,garden,windows,property_condition,form_of_ownership,advantages,link
670 000,"Azory, ",Piotra Stachiewicza,3 pokoje,"56,05",piętro 2/4,,1,,Wtórny,Na wyłączność,NISKI BLOK,CEGŁA,1966,C.O. Z SIECI MIEJSKIEJ,ODDZIELNA,Tak,,,,,,DOBRY,WŁASNOŚĆ,"['balkon', 'kuchnia osobna', 'miejsce parkingowe', 'piwnica', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-piotra-stachiewicza/ob/41156897
690 000,"Krowodrza, ","Łobzów, ",2 pokoje,"36,84",piętro 1/5,,,Tak,Wtórny,,Blok,Cegła,2019,Miejskie,Aneks,Tak,,,,,PCV,Bardzo dobry,Własność,"['winda', 'balkon', 'kuchnia otwarta', 'wanna', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-tytusa-czyzewskiego/ob/40836981
738 000,"Kraków, ","Bieżanów-Prokocim, Złocień, ",2 pokoje,"46,03",piętro 1/4,,1,Tak,Wtórny,,Blok,Mieszana,2020,C.O. lokalne,Aneks kuchenny - połączony z salonem,Tak,18 m²,,,,PCV,Bardzo dobry,Własność,"['winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-domagaly/ob/40036895
2 500 000,"Stare Miasto, ",Floriańska,3 pokoje,"102,67",piętro 2/4,,1,,Wtórny,,KAMIENICA,CEGŁA,1914,"C.O. ELEKTRYCZNE,PROMIENNIKI PODCZERWIENI",ODDZIELNA,,,,,,,DOBRY,WŁASNOŚĆ,"['kamienica', 'winda', 'kuchnia osobna', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-florianska/ob/38832265
,"Czyżyny, ",ul. Śliwkowa 2,3 pokoje,"91,53",piętro 3/3,,,,Pierwotny,,,,2026,,,,,,,,,,,['osiedle zamknięte'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-sliwkowa-2/ob/41378033
599 000,"Kraków-Nowa Huta, ","Kraków, ",3 pokoje,51,parter/1,,,,Pierwotny,,,,2025,,,,,,,,,,,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta-rzepakowa/ob/41115807
355 000,"Kraków-Nowa Huta, ","Krzesławice, ",1 pokój,"22,66",piętro 4/10,,,,Wtórny,,Blok Mieszkalny,,1970,Co Miejskie,,Tak,,,,,,,,"['balkon', 'kuchnia osobna', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-na-stoku/ob/39167535
1 173 736,"Dębniki, ",Ceglarska,3 pokoje,"63,79",piętro 2/7,,1,Tak,Pierwotny,Na wyłączność,Apartamentowiec,,2025,Miejskie,Aneks,,,,,,PCV,Do wykończenia,Własność,"['stacja ładowania', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-ceglarska/ob/39897611
899 000,"Kraków, ","Stare Miasto, ",3 pokoje,"59,37",parter/4,,2,Tak,Wtórny,,Kamienica,Cegła,,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,,,,,,"PCV, DREWNIANE STARY TYP",Do remontu,Odrębna własność lokalu,"['kamienica', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-wygoda/ob/39233991
1 080 000,"Kraków, ","Żabiniec, ",6 pokoi,79,piętro 3/4,,,,Wtórny,,,Cegła,1996,Miejskie,,Tak,,,,,,Standard,Spółdzielcze własn. z KW,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-solskiego/ob/40682163
1 499 000,"Stare Miasto, ","Nowy Świat, ",4 pokoje,"104,87",parter/4,1,4,Tak,Wtórny,,Kamienica,Cegła,1890,Miejskie,Aneks,Nie,,Tak,,,,Do remontu,Własność,"['kamienica', 'winda', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-smolensk/ob/38322759
4 490 000,al. Józefa Piłsudskiego,,6 pokoi,141,piętro 3/4,,3,Tak,Wtórny,,Kamienica,Cegła,1937,Gazowe,Oddzielna,Tak,,,,,PCV,Bardzo dobry,Hipoteczne,"['kamienica', 'balkon']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-jozefa-pilsudskiego/ob/40140331
699 000,"Kraków, ","Podgórze Duchackie, ",3 pokoje,"45,02",piętro 5/10,,1,Tak,Wtórny,,Blok,Wielka płyta,1981,Miejskie,Aneks kuchenny - połączony z salonem,Tak,,,,,PCV,Po generalnym remoncie,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,"['winda', 'balkon', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie/ob/40896519
780 120,"Kraków, ","Bronowice, Bronowice, ",2 pokoje,"38,66",piętro 2/4,,,,Pierwotny,,Blok,Rama H,2026,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,"2,35 m²",,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-na-blonie/ob/41138121
1 095 000,"Czyżyny, ",Nowohucka,3 pokoje,62,parter/5,,1,,Wtórny,,APARTAMENTOWIEC,PUSTAK,2022,C.O. Z SIECI MIEJSKIEJ,OTWARTA,,,,,,,,WŁASNOŚĆ,"['komórka lokatorska', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-nowohucka/ob/39977283
1 755 000,"Kraków-Śródmieście, ","Stare Miasto, ",4 pokoje,108,piętro 1/3,,,,Wtórny,,,,1914,,,,,,,,,,,"['kamienica', 'kuchnia osobna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-krowoderska/ob/40948453
810 000,Raciborska 17,,2 pokoje,"50,10",piętro 5/5,,,,Wtórny,,,,,,,,,,,,,,,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-raciborska/oi/41265993
654 113,"Kraków, ","Czyżyny, ",2 pokoje,33,parter/5,,,,Wtórny,,Apartamentowiec,,2022,,,,,,,,,Idealny,,['komórka lokatorska'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-pokoju/ob/40354171
615 000,"Kraków, ","Kraków Prądnik Czerwony, Prądnik Czerwony, ",3 pokoje,45,piętro 3/4,,1,,Wtórny,,Blok,Płyta,1985,C.O. miejskie,Jasna z oknem,,,,,,PCV,Dobry,Własność,"['balkon', 'dwustronne', 'piwnica', 'wanna', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-powstancow/ob/38324383
625 000,"Krowodrza, ",Lea,2 pokoje,40,piętro 3/4,1,1,Tak,Wtórny,Na wyłączność,Blok,Cegła,1960,Miejskie,Aneks,Tak,3 m²,Nie,,,,,Własność,"['balkon', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-lea/ob/41380421
,"Podgórze, ",ul. Rydlówka 5,2 pokoje,"37,68",piętro 2,,,,Pierwotny,,,,2025,,Aneks,Tak,"3,40 m²",,,,,,,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka-5/ob/41003513
585 000,"Kraków, ","Bieżanów-Prokocim, Prokocim, ",2 pokoje,"39,20",piętro 3/4,,1,Tak,Wtórny,,Blok,Płyta po termomodernizacji,1975,C.O. miejskie,Jasna z oknem,Tak,"4,50 m²",,,,PCV,Do generalnego remontu,Spółdzielcze własnościowe,"['balkon', 'dwustronne', 'kuchnia osobna', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-erazma-jerzmanowskiego/ob/39332625
559 999,"Grzegórzki, ",al. Pokoju,2 pokoje,37,piętro 4/4,,1,,Pierwotny,,NISKI BLOK,,1965,C.O. Z SIECI MIEJSKIEJ,OTWARTA,,,,,,,DO REMONTU KAPIT.,WŁASNOŚĆ,"['kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-pokoju/ob/41333963
1 850 000,"Bronowice, ",Bronowicka,3 pokoje,84,piętro 5/5,,1,,Wtórny,,APARTAMENTOWIEC,,2006,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,,,,,,,,WŁASNOŚĆ,"['balkon', 'kuchnia otwarta', 'ogrzewana podłoga', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-bronowicka/ob/40322487
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"43,08",parter/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025643
695 000,"Kraków, ","Dębniki, ",2 pokoje,"42,41",piętro 1/5,,,Tak,Wtórny,,Nowe budownictwo,Cegła nowa,2015,Miejskie,Oddzielna,Tak,3 m²,,,,PCV,Bardzo dobry,Własność,"['balkon', 'kuchnia osobna', 'miejsce parkingowe', 'wanna', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-dr-jana-piltza/ob/41100843
1 200 000,"Bieżanów-Prokocim, ",Andrzeja Badurskiego,4 pokoje,"71,49",piętro 7/11,,1,,Wtórny,,BLOK,CEGŁA,2023,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,,WŁASNOŚĆ,"['rowerownia / wózkownia', 'winda', 'balkon', 'dwustronne', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'ogrzewana podłoga', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-andrzeja-badurskiego/ob/39319341
669 500,"Stare Miasto, ","Kazimierz, ",1 pokój,"25,75",piętro 3/4,,,Tak,Wtórny,,Kamienica,Ceramika,1910,Miejskie,Aneks,,,,,,PCV,Bardzo dobry,Własność,"['kamienica', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-starowislna/ob/41376417
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"43,26",piętro 1/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025551
686 983,"Kraków, ","Czyżyny, ",2 pokoje,"32,87",parter/5,,1,Tak,Wtórny,,Apartamentowiec,Beton,2022,C.O. miejskie,Aneks kuchenny - połączony z salonem,,,,,,"PCV 3 szyby, ciepły montaż",Do wprowadzenia,Odrębna własność lokalu,"['kuchnia otwarta', 'ogródek']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-aleja-pokoju/ob/38811467
1 335 000,"Podgórze, ","Zabłocie, ",2 pokoje,"66,50",piętro 6/7,,,Tak,Wtórny,Na wyłączność,Blok,,,,Aneks,Tak,,,,,,Bardzo dobry,,"['komórka lokatorska', 'winda', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'wanna', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-przemyslowa/ob/40701189
465 773,"Prądnik Biały, ",Zygmunta Glogera,1 pokój,"28,93",piętro 2/3,,1,,Pierwotny,,NISKI BLOK,MIESZANY,2026,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,DO WYKOŃCZENIA,WŁASNOŚĆ,"['komórka lokatorska', 'stacja ładowania', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-zygmunta-glogera/ob/41158111
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"43,15",parter/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025563
820 000,"Kurdwanów, ",Kordiana,2 pokoje,44,piętro 2/6,,1,,Wtórny,,APARTAMENTOWIEC,MIESZANY,2018,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['winda', 'balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-kordiana/ob/41134891
1 055 275,"Zabłocie, ",Portowa,3 pokoje,"63,09",piętro 5/7,,,,Pierwotny,,Blok Mieszkalny,Konstrukcja mieszana,2026,Co Miejskie,,Tak,,,,,,,,"['komórka lokatorska', 'balkon', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-portowa/ob/41102563
900 000,"Kraków, ","Prądnik Biały, ",3 pokoje,"75,52",parter/3,,,,Pierwotny,,Bliźniak,Pustak ceramiczny,2024,Pompa ciepła,Aneks kuchenny - połączony z jadalnią,,,Tak,,,"PCV 3 szyby, ciepły montaż",Deweloperski,Własność,"['balkon', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy/ob/40355325
774 999,"Kraków-Śródmieście, ","Stare Miasto, ",1 pokój,"23,50",piętro 1/5,,,,Wtórny,,,,2020,,,,,,,,,,,"['winda', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-juliusza-kossaka/ob/40730415
750 000,"Prądnik Biały, ",Krowoderskich Zuchów,4 pokoje,64,piętro 4/4,,1,,Wtórny,,NISKI BLOK,PUSTAK,1971,C.O. Z SIECI MIEJSKIEJ,Z OKNEM,,,,,,,DO ODŚWIEŻENIA,WŁASNOŚĆ,"['balkon', 'kuchnia osobna', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-krowoderskich-zuchow/ob/40522719
819 315,"Kraków, ","Łagiewniki, Łagiewniki, ",2 pokoje,"43,35",piętro 5/6,,1,,Pierwotny,,Apartamentowiec,"Beton, cegła",2026,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"11,08 m²",,,,PCV,Bardzo dobry,Umowa z Deweloperem,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-borek-falecki-wadowicka/ob/38559701
995 000,Kraków-Podgórze,,4 pokoje,"88,79",piętro 3/4,,,,Wtórny,,NISKI BLOK,,1980,,,,,,,,,,,"['balkon', 'dwustronne', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze/ob/40786593
799 000,"Kraków, ","Prądnik Biały, ",3 pokoje,"60,90",parter/1,,,,Wtórny,Na wyłączność,,,2015,C.O. GAZOWE,,Tak,,,,,DREWNIANE NOWY TYP,Bardzo dobry,Własność,"['komórka lokatorska', 'balkon', 'dwustronne', 'kuchnia osobna', 'miejsce parkingowe', 'ogródek', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-lniana/ob/41324551
2 245 000,"Kraków-Krowodrza, ","Krowodrza, ",5 pokoi,90,piętro 2/4,2,,,Pierwotny,,Blok Mieszkalny,Cegła,2022,Co Miejskie,,Tak,,,,,,,,"['balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'wanna', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-aleja-artura-grottgera/ob/40549879
,"Czyżyny, ",ul. Śliwkowa 2,3 pokoje,"62,20",piętro 2/3,,,,Pierwotny,,,,2026,,,Tak,"6,13 m²",,,,,,,['osiedle zamknięte'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-sliwkowa-2/ob/41378007
699 000,"Dębniki, ",Tyniecka,3 pokoje,52,piętro 1/2,,,,Pierwotny,Na wyłączność,APARTAMENTOWIEC,,2023,C.O. GAZOWE,,Tak,,,,,,DO WYKOŃCZENIA,WŁASNOŚĆ,"['kuchnia otwarta', 'miejsce parkingowe', 'ogrzewana podłoga', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-tyniecka/ob/37561533
455 000,"Kraków, ","Bieńczyce, ",2 pokoje,38,piętro 1/10,,,Tak,Wtórny,,,-,1970,C.O. miejskie,Aneks kuchenny,,,,,,PCV,Do remontu,Spółdzielcze własnościowe,"['winda', 'kuchnia otwarta', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bienczyce-albertynskie/ob/40949491
1 235 000,"Kraków, ","Stare Miasto, ",2 pokoje,"52,50",piętro 1/6,,,,Wtórny,,Apartamentowiec,Mieszana,,C.O. miejskie,Aneks kuchenny - połączony z salonem,,,,,,PCV,Bardzo dobry,,"['komórka lokatorska', 'recepcja', 'winda', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'wanna', 'osiedle zamknięte', 'parking podziemny', 'siłownia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-szlak/ob/41294491
536 000,"Kraków-Krowodrza, ","Prądnik Biały, ",2 pokoje,"33,66",piętro 3/5,,,,Pierwotny,,Blok Mieszkalny,Konstrukcja mieszana,2025,Co Miejskie,,Tak,,,,,,,,"['winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-josepha-conrada/ob/39918759
617 000,Dąbie,,2 pokoje,40,piętro 4/4,,1,,Wtórny,,NISKI BLOK,INNY,1964,C.O. GAZOWE,Z OKNEM,Tak,,,,,,DOBRY,WŁASNOŚĆ,"['komórka lokatorska', 'balkon', 'kuchnia osobna', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki/ob/40594461
856 716,"Kraków, ","Prądnik Biały, Prądnik Biały, ",3 pokoje,"52,08",piętro 2/3,,,Tak,Pierwotny,,Blok,Pustak,2024,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,,,,,PCV,Deweloperski,Odrębna własność lokalu,"['stacja ładowania', 'winda', 'balkon', 'inteligentny dom', 'kuchnia otwarta', 'ogródek', 'taras', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/38204977
590 000,"Bieńczyce, ",os. Kazimierzowskie,2 pokoje,37,piętro 3/4,,,,Wtórny,,Blok,,1980,,,Tak,,,,,,,,"['komórka lokatorska', 'balkon', 'kuchnia otwarta', 'piwnica', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bienczyce-kazimierzowskie/ob/39910837
899 000,"Kraków, ","Stare Miasto, ",2 pokoje,"45,80",piętro 2/5,,2,Tak,Wtórny,,Kamienica,"Beton, cegła",,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,"1,75 m²",,,,PCV,Do generalnego remontu,Odrębna własność lokalu,"['kamienica', 'do remontu', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-skaleczna/ob/39954841
979 000,"Kraków, ","Czyżyny, Czyżyny, ",2 pokoje,44,parter/4,,1,Tak,Wtórny,,Blok,Pustak,2007,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"3,50 m²",,,,PCV,Do wprowadzenia,Współwłasność,"['komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'kuchnia otwarta', 'wanna', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-markowskiego/ob/39494409
,"Krowodrza, ",ul. Żabiniec 56,2 pokoje,"51,19",parter/4,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-zabiniec-56/ob/41133373
1 136 684,"Kraków, ","Łagiewniki, Łagiewniki, ",2 pokoje,"69,31",piętro 1/6,,1,,Pierwotny,,Apartamentowiec,"Beton, cegła",2026,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"5,91 m²",,,,PCV,Bardzo dobry,Umowa z Deweloperem,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-borek-falecki-wadowicka/ob/38559649
540 000,"Podgórze, ","Borek Fałęcki, ",2 pokoje,27,piętro 3/3,2,1,Tak,Wtórny,,Blok,Cegła nowa,2008,Piec dwufunkcyjny,Aneks kuchenny - połączony z salonem,,,,,,DREWNIANE NOWY TYP,Bardzo dobry,Własność,"['antresola', 'kuchnia otwarta', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-ks-adolfa-zagrodzkiego/ob/40381263
834 000,"Kraków, ","Podgórze, ",3 pokoje,"47,39",piętro 1/9,,1,Tak,Wtórny,Na wyłączność,Blok,Mieszana,2019,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,,,,,PCV,Bardzo dobry,Odrębna własność lokalu,"['winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-przewoz/ob/41003867
990 000,"Kraków-Podgórze, ",Lasówka,3 pokoje,"51,15",piętro 5/5,,1,,Pierwotny,,APARTAMENTOWIEC,,2024,,ANEKS KUCHENNY,Tak,,,,,,,,"['komórka lokatorska', 'balkon', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lasowka/ob/39689893
897 000,"Kraków, ","Stare Miasto, Kazimierz, ",2 pokoje,"37,35",piętro 5/5,,,,Wtórny,,Kamienica,Mieszana,1912,C.O. miejskie,,,,,,,,Do remontu,Własność,"['kamienica', 'winda', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-augustianska/ob/41049307
975 000,"Grzegórzki, ",Masarska,2 pokoje,40,parter/5,,1,,Wtórny,,Apartamentowiec,,2017,Centralne,Aneks kuchenny,,,Tak,,,,Do zamieszkania,Własność,"['winda', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-masarska/ob/41225477
549 000,"Kraków-Podgórze, ","Podgórze Duchackie, ",1 pokój,34,piętro 1/12,,,,Wtórny,,Blok Mieszkalny,,2025,Co Miejskie,,Tak,,,,,,,,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-podedworze/ob/41250567
849 000,"Kraków-Podgórze, ","Prokocim, ",4 pokoje,63,piętro 3/4,,,,Wtórny,,Blok Mieszkalny,,1980,Co Miejskie,,Tak,,,,,,,,"['balkon', 'dwustronne', 'kuchnia otwarta', 'piwnica', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-heleny/ob/39072555
909 380,"Krowodrza, ",Wrocławska 53M,2 pokoje,"44,36",piętro 1/6,,1,Tak,Wtórny,Na wyłączność,Blok,Beton,2021,Miejskie,Aneks,Tak,,,,,,Bardzo dobry,Własność,"['winda', 'balkon', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'wanna', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-wroclawska/ob/41159885
740 941,Podgórze,,3 pokoje,"65,57",piętro 1/5,,,,Pierwotny,,,,2027,,,Tak,"4,31 m²",,,,,,,"['komórka lokatorska', 'rowerownia / wózkownia', 'stacja ładowania', 'balkon', 'miejsce parkingowe', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze/ob/40781789
219 000,"Kraków-Podgórze, ",Kozia,1 pokój,33,piętro 3/4,,1,,Wtórny,,NISKI BLOK,CEGŁA,2001,C.O. Z SIECI MIEJSKIEJ,ODDZIELNA,Tak,,,,,,DOBRY,,"['balkon', 'piwnica', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-kozia/ob/41286013
1 028 334,"Kraków-Nowa Huta, ","Mistrzejowice, ",4 pokoje,"86,53",piętro 5/8,,,,Pierwotny,,Blok Mieszkalny,Pustak,2025,Co Miejskie,,Tak,,,,,,,,"['stacja ładowania', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice-powstancow/ob/41156503
2 500 000,"Kraków-Śródmieście, ","Kraków, ",3 pokoje,96,piętro 1/10,,,,Wtórny,Na wyłączność,Blok Mieszkalny,Cegła,2017,Co Miejskie,,Tak,,,,,,,,"['winda', 'balkon', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'wanna', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-plk-francesco-nullo/ob/38751913
582 000,Widok,,2 pokoje,"37,14",piętro 2/10,,1,Tak,Wtórny,,Blok,Wielka płyta,1973,Miejskie,Aneks,,,,,,PCV,Bardzo dobry,Własność,"['komórka lokatorska', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-widok/ob/41101497
595 900,"Kraków, ","Mistrzejowice, ",3 pokoje,"37,23",parter/4,,,,Wtórny,,Blok,Płyta po termomodernizacji,1980,C.O. miejskie,,Tak,,,,,PCV,Do wprowadzenia,Własność,"['komórka lokatorska', 'balkon', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice-piastow/ob/40243505
,"Podgórze, ",ul. Rydlówka 5,2 pokoje,"37,68",piętro 1,,,,Pierwotny,,,,2025,,Aneks,Tak,"3,40 m²",,,,,,,['balkon'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka-5/ob/41003505
1 194 600,"Kraków, ","Dębniki , Dębniki, ",3 pokoje,"72,40",piętro 2/2,,,Tak,Pierwotny,,Nowe budownictwo,"Beton, płyta",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"11,39 m²",,,,PCV,Deweloperski,Własność,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'taras', 'osiedle zamknięte', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-babinskiego/ob/40290059
